#Genome	Original Genome name	Microbial Group	Microbial Group obtaining method	Genome Phylogeny	Strain name	Genome mean coverage	Genome completeness (%)	Genome contamination (%)	Strain heterogeneity (%)	16S rRNA phylogeny (The longest identified fragment)	# ambiguous bases	# contigs	# predicted genes	# scaffolds	Coding density	GC	GC std	Genome size	Longest contig	Longest scaffold	Mean contig length	Mean scaffold length	N50 (contigs)	N50 (scaffolds)	Translation table	tRNAs decoding Standard 20 AA	Selenocysteine tRNAs	Possible suppressor tRNAs	tRNAs with undetermined/unknown isotypes	Predicted pseudogenes	Total tRNAs	Gram	Environment
SZUA-1156	SZU_Cayman_Deep__BandP_10.2.P	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA11650;unclassified	Dehalococcoidia bacterium SZUA-1156 [Class]	80.19	93.73	1.98	0	Bacteria;Chloroflexi;SAR202 clade;uncultured sediment bacterium	0	278	3888	278	0.850627416	0.574715475	0.02116636	3889288	126066	126066	13990.2446	13990.2446	25891	25891	11	41	0	0	0	3	44	Gram Negative	CymD
SZUA-1157	SZU_Cayman_Deep__BandP_10.29.P	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__UBA2128;g__UBA2128;s__UBA2128 sp1	Candidatus Marinimicrobia bacterium SZUA-1157 [Phylum]	21.58	58.4	0	0	#N/A	0	182	1212	182	0.946356275	0.454568555	0.026570944	1172756	33944	33944	6443.714286	6443.714286	7768	7768	11	16	0	1	0	1	18	Gram Negative	CymD
SZUA-1158	SZU_Cayman_Deep__BandP_10.34.B	Marine Group III	GTDB genome phylogeny	d__Archaea;p__Thermoplasmataeota;c__Epipelagoarchaeia;o__Epipelagoarchaeales;f__Epipelagoarchaeaceae;g__Epipelagoarchaeum;s__Epipelagoarchaeum sp2	Marine Group III archaeon Epi SZUA-1158 [Class]	27.57	62.37	1.6	50	#N/A	0	150	845	150	0.959861328	0.436245627	0.018477713	785452	14213	14213	5236.346667	5236.346667	5582	5582	11	34	0	0	0	0	34	Archaea	CymD
SZUA-1159	SZU_Cayman_Deep__BandP_11.11.B	Gammaproteobacteria-LS-SOB	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp2	Gammaproteobacteria bacterium SZUA-1159 [Class]	55.29	95.43	3.96	14.29	Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;uncultured bacterium	0	209	3463	209	0.901440107	0.529020841	0.026126232	3534460	113682	113682	16911.29187	16911.29187	26430	26430	11	51	0	0	2	9	62	Gram Negative	CymD
SZUA-1160	SZU_Cayman_Deep__BandP_12.17.B	Alphaproteobacteria-Rhodospirillales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__Casp-alpha2;unclassified	Rhodospirillales bacterium SZUA-1160 [Order]	25.69	83.09	2.65	10	#N/A	0	296	2301	296	0.908650081	0.574939063	0.021247513	2089044	35418	35418	7057.581081	7057.581081	8096	8096	11	22	0	0	0	0	22	Gram Negative	CymD
SZUA-1161	SZU_Cayman_Deep__BandP_2.15.B	Actinobacteria	GTDB genome phylogeny	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA3125;unclassified	Acidimicrobiia bacterium SZUA-1161 [Class]	27.91	83.45	2.99	0	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;uncultured bacterium	0	230	2182	230	0.932391353	0.685329687	0.019553533	2085961	61009	61009	9069.395652	9069.395652	11177	11177	11	33	0	1	0	3	37	Gram Positive	CymD
SZUA-1164	SZU_Cayman_Deep__BandP_3.21.B	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;g__UBA2134;s__UBA2134 sp1	Candidatus Marinimicrobia bacterium SZUA-1164 [Phylum]	20.89	83.52	3.4	50	Bacteria;Marinimicrobia (SAR406 clade);uncultured bacterium	0	388	1890	388	0.941945236	0.422500039	0.01663978	1787588	21779	21779	4607.185567	4607.185567	5902	5902	11	20	0	0	0	0	20	Gram Negative	CymD
SZUA-1165	SZU_Cayman_Deep__BandP_4.20.P	Deltaproteobacteria-SAR324	GTDB genome phylogeny	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp1	Deltaproteobacteria bacterium SZUA-1165 [Class]	119.31	75.63	0.07	100	#N/A	0	596	2328	596	0.901275382	0.422732337	0.023270788	2126187	21215	21215	3567.427852	3567.427852	4085	4085	11	18	0	0	0	1	19	Gram Negative	CymD
SZUA-1167	SZU_Cayman_Deep__BandP_4.29.P	Marine Group II	GTDB genome phylogeny	d__Archaea;p__Thermoplasmataeota;c__Epipelagoarchaeia;o__MGII;f__MGIIA;g__UBA623;s__UBA623 sp4	Marine Group II archaeon MGIIA SZUA-1167 [Class]	48.43	69.47	0.8	0	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured archaeon	0	27	1127	27	0.943107716	0.616293314	0.009005428	1303639	200503	200503	48282.92593	48282.92593	83583	83583	11	45	0	0	0	0	45	Archaea	CymD
SZUA-1168	SZU_Cayman_Deep__BandP_4.3.P	Acidobacteria	GTDB genome phylogeny	d__Bacteria;p__Acidobacteria;c__DSM-100886;o__DSM-100886;f__UBA8438;g__UBA8438;unclassified	Acidobacteria bacterium SZUA-1168 [Phylum]	22.75	72.41	2.74	25	Bacteria;Acidobacteria;Subgroup 6;uncultured bacterium	0	771	2998	771	0.889418644	0.665818638	0.019062895	2912245	20994	20994	3777.230869	3777.230869	4385	4385	11	29	0	0	0	2	31	Gram Negative	CymD
SZUA-1169	SZU_Cayman_Deep__BandP_4.34.B	Planctomycetes	GTDB genome phylogeny	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854;unclassified	Phycisphaerales bacterium SZUA-1169 [Order]	16.98	61.59	1.14	0	#N/A	0	351	1177	351	0.947584889	0.50083119	0.015564642	987139	8473	8473	2812.361823	2812.361823	2903	2903	11	18	0	0	0	1	19	Gram Negative	CymD
SZUA-1172	SZU_Cayman_Deep__BandP_5.17.B	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA1141;unclassified	Dehalococcoidia bacterium SZUA-1172 [Class]	18.08	54.24	1.98	0	Bacteria;Chloroflexi;SAR202 clade;uncultured Chloroflexi bacterium	0	791	2866	791	0.837556381	0.549637634	0.015955724	2452494	14656	14656	3100.498104	3100.498104	3264	3264	11	35	0	0	0	2	37	Gram Negative	CymD
SZUA-1174	SZU_Cayman_Deep__BandP_5.26.P	Marine Group II	GTDB genome phylogeny	d__Archaea;p__Thermoplasmataeota;c__Epipelagoarchaeia;o__MGII;f__MGIIA;g__UBA58;unclassified	Marine Group II archaeon MGIIA SZUA-1174 [Class]	20.68	69.71	1.25	25	#N/A	0	275	1330	275	0.932360522	0.565079387	0.018922335	1292337	28619	28619	4699.407273	4699.407273	5673	5673	11	35	0	0	0	0	35	Archaea	CymD
SZUA-1175	SZU_Cayman_Deep__BandP_5.37.B	Marine Group III	GTDB genome phylogeny	d__Archaea;p__Thermoplasmataeota;c__Epipelagoarchaeia;o__Epipelagoarchaeales;f__Epipelagoarchaeaceae;g__Bathypelagoarchaeum;s__Bathypelagoarchaeum sp1	Marine Group III archaeon Bathy SZUA-1175 [Class]	48.14	62.19	6.13	90	#N/A	0	300	1058	300	0.954488376	0.655281235	0.027187984	819439	9773	9773	2731.463333	2731.463333	2701	2701	11	19	0	0	0	3	22	Archaea	CymD
SZUA-1177	SZU_Cayman_Deep__BandP_6.16.B	Gammaproteobacteria-LS-SOB	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA11791;s__UBA11791 sp1	Gammaproteobacteria bacterium SZUA-1177 [Class]	19.73	76.38	5.17	15.38	#N/A	0	695	3256	695	0.913417205	0.536995586	0.022329326	2924484	25728	25728	4207.890647	4207.890647	4812	4812	11	34	0	0	0	1	35	Gram Negative	CymD
SZUA-1178	SZU_Cayman_Deep__BandP_6.19.B	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__UBA1328;s__UBA1328 sp1	Dehalococcoidia bacterium SZUA-1178 [Class]	26.2	90.76	0	0	#N/A	0	409	2511	409	0.872636562	0.580011177	0.013935333	2383392	30818	30818	5827.364303	5827.364303	7573	7573	11	35	0	0	0	4	39	Gram Negative	CymD
SZUA-1180	SZU_Cayman_Deep__BandP_7.32.P	Alphaproteobacteria-Pelagibacterales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__AAA240-E13;unclassified	Pelagibacteraceae bacterium SZUA-1180 [Family]	87.93	73.6	2.7	80	#N/A	0	228	938	228	0.946651046	0.310839543	0.025439011	760521	13602	13602	3335.618421	3335.618421	3671	3671	11	10	0	0	0	0	10	Gram Negative	CymD
SZUA-1181	SZU_Cayman_Deep__BandP_8.15.B	Alphaproteobacteria-Rhodospirillales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__Casp-alpha2;unclassified	Rhodospirillales bacterium SZUA-1181 [Order]	38.23	91.75	7.06	29.41	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;uncultured alpha proteobacterium	0	439	2754	439	0.894125496	0.620136515	0.024018594	2516791	38623	38623	5733.009112	5733.009112	7920	7920	11	33	0	0	0	1	34	Gram Negative	CymD
SZUA-1182	SZU_Cayman_Deep__BandP_8.23.P	Gammaproteobacteria-UBA11654	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__UBA11654;unclassified	Gammaproteobacteria bacterium SZUA-1182 [Class]	46.65	54.55	2.08	61.54	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;uncultured;uncultured bacterium	0	219	1446	219	0.936905355	0.413935622	0.02302121	1346707	41065	41065	6149.347032	6149.347032	10412	10412	11	29	0	0	0	0	29	Gram Negative	CymD
SZUA-1183	SZU_Cayman_Deep__BandP_9.11.B	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;unclassified	Dehalococcoidia bacterium SZUA-1183 [Class]	115.29	92.57	1.19	33.33	#N/A	0	201	3076	201	0.866318217	0.592706802	0.012465664	3042808	88086	88086	15138.34826	15138.34826	22026	22026	11	44	0	0	0	3	47	Gram Negative	CymD
SZUA-1184	SZU_Cayman_Deep__BandP_9.21.P	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;g__UBA2126;unclassified	Candidatus Marinimicrobia bacterium SZUA-1184 [Phylum]	32.84	54.75	4.4	75	#N/A	0	276	1692	276	0.943372623	0.417041585	0.025626411	1770610	27345	27345	6415.253623	6415.253623	7717	7717	11	34	0	1	0	2	37	Gram Negative	CymD
SZUA-1185	SZU_Cayman_Deep__BandP_9.22.B	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;unclassified	Dehalococcoidia bacterium SZUA-1185 [Class]	29.76	73.84	4.68	57.14	#N/A	0	232	2047	232	0.872234549	0.578281182	0.015617608	1918539	64089	64089	8269.564655	8269.564655	10972	10972	11	21	0	0	0	1	22	Gram Negative	CymD
SZUA-1186	SZU_Cayman_Deep__BandP_9.32.B	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;unclassified;unclassified	Candidatus Marinimicrobia bacterium SZUA-1186 [Phylum]	32.45	52.71	8.42	100	#N/A	0	217	1090	217	0.939650625	0.376601196	0.020943773	955536	64390	64390	4403.391705	4403.391705	4062	4062	11	10	0	0	0	1	11	Gram Negative	CymD
SZUA-1189	SZU_Cayman_Deep__BandP_9.5.P	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;unclassified	Dehalococcoidia bacterium SZUA-1189 [Class]	47.84	79.37	9.02	58.33	#N/A	0	215	2766	215	0.866158126	0.585979213	0.013504679	2668552	96433	96433	12411.86977	12411.86977	18635	18635	11	42	0	0	0	1	43	Gram Negative	CymD
SZUA-1190	SZU_Cayman_Deep__BandP_9.6.B	Gemmatimonadetes	GTDB genome phylogeny	d__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA1138;s__UBA1138 sp1	Gemmatimonadetes bacterium SZUA-1190 [Class]	38.87	95.36	3.3	0	#N/A	0	136	3821	136	0.919042753	0.640734824	0.010133019	3960189	196111	196111	29119.03676	29119.03676	55663	55663	11	46	0	0	0	2	48	Gram Negative	CymD
SZUA-1191	SZU_Lau_Basin_Kilo_Moana__P_1.14	Planctomycetes	GTDB genome phylogeny	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__UBA721;unclassified	Planctomycetes bacterium SZUA-1191 [Phylum]	1.27	62.7	0	0	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;uncultured bacterium	0	471	2869	471	0.918026853	0.487711479	0.014165397	3361918	36057	36057	7137.830149	7137.830149	9259	9259	11	23	0	1	0	0	24	Gram Negative	LBKM
SZUA-1192	SZU_Lau_Basin_Kilo_Moana__P_1.18	Deltaproteobacteria-SAR324	GTDB genome phylogeny	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;unclassified	Deltaproteobacteria bacterium SZUA-1192 [Class]	2.63	88.74	1.26	50	#N/A	0	304	2696	304	0.897092351	0.43282424	0.021838137	2696233	57673	57673	8869.1875	8869.1875	12436	12436	11	29	0	0	0	4	33	Gram Negative	LBKM
SZUA-1194	SZU_Lau_Basin_Kilo_Moana__P_1.29	Marine Group II	GTDB genome phylogeny	d__Archaea;p__Thermoplasmataeota;c__Epipelagoarchaeia;o__MGII;f__MGIIA;g__UBA8690;unclassified	Marine Group II archaeon MGIIA SZUA-1194 [Class]	5.47	79.12	0	0	#N/A	0	144	1573	144	0.940427601	0.445178879	0.015674168	1850555	76400	76400	12851.07639	12851.07639	17114	17114	11	38	0	0	0	0	38	Archaea	LBKM
SZUA-1195	SZU_Lau_Basin_Kilo_Moana__P_1.3	Poribacteria	GTDB genome phylogeny	d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__UBA9662;g__UBA9662;unclassified	Candidatus Poribacteria bacterium SZUA-1195 [Phylum]	4.55	96.64	2.2	0	Bacteria;Poribacteria;hydrothermal vent metagenome	0	533	5510	533	0.853589612	0.435312828	0.020237369	5890511	69704	69704	11051.61538	11051.61538	16714	16714	11	42	0	0	0	2	44	Gram Negative	LBKM
SZUA-1196	SZU_Lau_Basin_Kilo_Moana__P_1.31	Nitrospirae	GTDB genome phylogeny	d__Bacteria;p__Nitrospirae;c__Nitrospiria;o__Nitrospirales;f__UBA2166;g__UBA2166;unclassified	Nitrospirales bacterium SZUA-1196 [Order]	2.43	83.32	0.91	0	#N/A	0	150	1917	150	0.929684412	0.524079314	0.010195688	1778809	56466	56466	11858.72667	11858.72667	19696	19696	11	43	0	0	0	4	47	Gram Negative	LBKM
SZUA-1197	SZU_Lau_Basin_Kilo_Moana__P_10.17	Bacteroidetes	GTDB genome phylogeny	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;unclassified;unclassified;unclassified	Flavobacteriales bacterium SZUA-1197 [Order]	1.35	77.3	3.6	12.5	#N/A	0	354	2327	354	0.934609005	0.379660129	0.022239849	2553792	60823	60823	7214.101695	7214.101695	8822	8822	11	27	0	0	0	1	28	Gram Negative	LBKM
SZUA-1199	SZU_Lau_Basin_Kilo_Moana__P_10.32	Gammaproteobacteria-LS-SOB	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp2	Gammaproteobacteria bacterium SZUA-1199 [Class]	24.02	71.65	0.61	100	Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;uncultured bacterium	0	234	1900	234	0.913235565	0.528324288	0.016930412	1821864	50195	50195	7785.74359	7785.74359	9944	9944	11	22	0	0	3	2	27	Gram Negative	LBKM
SZUA-1200	SZU_Lau_Basin_Kilo_Moana__P_10.36	Bacteroidetes	GTDB genome phylogeny	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;unclassified	Flavobacteriales bacterium SZUA-1200 [Order]	0.87	84.12	0.54	0	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NS9 marine group;uncultured bacterium	0	210	1610	210	0.952963466	0.431275672	0.01708222	1675251	38034	38034	7977.385714	7977.385714	10557	10557	11	27	0	0	0	0	27	Gram Negative	LBKM
SZUA-1202	SZU_Lau_Basin_Kilo_Moana__P_10.46	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__UBA2128;g__UBA2128;s__UBA2128 sp1	Candidatus Marinimicrobia bacterium SZUA-1202 [Phylum]	11.92	56.21	0	0	#N/A	0	157	1033	157	0.950631421	0.455094616	0.02332543	1031324	19350	19350	6568.942675	6568.942675	7838	7838	11	16	0	0	0	0	16	Gram Negative	LBKM
SZUA-1204	SZU_Lau_Basin_Kilo_Moana__P_11.18	Gammaproteobacteria-LS-SOB	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA11791;s__UBA11791 sp1	Gammaproteobacteria bacterium SZUA-1204 [Class]	4.04	71.32	2.44	0	Bacteria;Proteobacteria;Gammaproteobacteria;E01-9C-26 marine group;uncultured bacterium	0	384	2814	384	0.920406048	0.5306037	0.015524115	2708447	36984	36984	7053.247396	7053.247396	9245	9245	11	30	0	0	0	2	32	Gram Negative	LBKM
SZUA-1205	SZU_Lau_Basin_Kilo_Moana__P_11.25	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__S15-B10;g__UBA2125;unclassified	Candidatus Marinimicrobia bacterium SZUA-1205 [Phylum]	11.13	92.31	2.2	0	Bacteria;Marinimicrobia (SAR406 clade);hydrothermal vent metagenome	0	169	1948	169	0.946885348	0.468915929	0.023434029	2065833	111164	111164	12223.86391	12223.86391	18222	18222	11	31	0	0	1	2	34	Gram Negative	LBKM
SZUA-1206	SZU_Lau_Basin_Kilo_Moana__P_11.34	Planctomycetes	GTDB genome phylogeny	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA854;unclassified	Phycisphaerales bacterium SZUA-1206 [Order]	1.17	81.29	1.7	0	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27;uncultured bacterium	0	125	1630	125	0.949811269	0.43174916	0.010489478	1724411	56071	56071	13795.288	13795.288	22153	22153	11	27	0	0	0	0	27	Gram Negative	LBKM
SZUA-1208	SZU_Lau_Basin_Kilo_Moana__P_11.42	Acidobacteria	GTDB genome phylogeny	d__Bacteria;p__Acidobacteria;c__DSM-100886;o__DSM-100886;f__UBA823;g__UBA823;unclassified	Acidobacteria bacterium SZUA-1208 [Phylum]	4.16	60.15	3.18	12.5	#N/A	0	196	1395	196	0.924621201	0.545920293	0.016240585	1378040	55331	55331	7030.816327	7030.816327	8176	8176	11	18	0	0	0	0	18	Gram Negative	LBKM
SZUA-1210	SZU_Lau_Basin_Kilo_Moana__P_12.15	Gammaproteobacteria-Pseudomonadales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii	Acinetobacter pittii SZUA-1210 [Species]	0.08	83.31	1.28	100	#N/A	0	335	3192	335	0.877669897	0.385446329	0.016684052	3219600	65836	65836	9610.746269	9610.746269	13350	13350	11	40	0	0	0	0	40	Gram Negative	LBKM
SZUA-1212	SZU_Lau_Basin_Kilo_Moana__P_2.25	Gammaproteobacteria-Methylococcales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonaceae;g__OPU3-GD-OMZ;unclassified	Methylococcales bacterium SZUA-1212 [Order]	0.96	94.94	2.24	16.67	#N/A	0	121	2123	121	0.878423343	0.421322963	0.023380028	2082431	100637	100637	17210.17355	17210.17355	31905	31905	11	31	0	0	0	1	32	Gram Negative	LBKM
SZUA-1213	SZU_Lau_Basin_Kilo_Moana__P_2.39	Gammaproteobacteria-SAR86	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__AEGEAN-183;s__AEGEAN-183 sp1	Gammaproteobacteria bacterium SZUA-1213 [Class]	8.6	56.67	4.19	35.29	#N/A	0	238	1496	238	0.955986299	0.372980905	0.020009148	1321384	24457	24457	5552.033613	5552.033613	5971	5971	11	23	0	0	0	0	23	Gram Negative	LBKM
SZUA-1222	SZU_Lau_Basin_Kilo_Moana__P_4.10	Cyanobacteria	GTDB genome phylogeny	d__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Obscuribacterales;f__Obscuribacteraceae;g__Ga0077546;unclassified	Candidatus Obscuribacterales bacterium SZUA-1222 [Order]	0.01	61.75	0.28	0	Bacteria;Cyanobacteria;Melainabacteria;Obscuribacterales;uncultured bacterium	0	740	5174	740	0.889286958	0.495331669	0.018199528	5219638	55999	55999	7053.564865	7053.564865	11504	11504	11	31	0	0	0	1	32	Gram Negative	LBKM
SZUA-1223	SZU_Lau_Basin_Kilo_Moana__P_4.15	Alphaproteobacteria-Rhodospirillales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UBA2165;g__UBA2165;unclassified	Rhodospirillales bacterium SZUA-1223 [Order]	1.83	68.77	3.02	27.27	#N/A	0	594	2900	594	0.86867214	0.44605448	0.019288807	2654669	21652	21652	4469.139731	4469.139731	5472	5472	11	37	0	0	0	5	42	Gram Negative	LBKM
SZUA-1226	SZU_Lau_Basin_Kilo_Moana__P_4.25	Gemmatimonadetes	GTDB genome phylogeny	d__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;unclassified	Gemmatimonadetes bacterium SZUA-1226 [Class]	6.52	64.21	7.76	37.5	#N/A	0	538	2478	538	0.932160453	0.547358333	0.017221286	2270593	31141	31141	4220.433086	4220.433086	5063	5063	11	15	0	0	0	0	15	Gram Negative	LBKM
SZUA-1228	SZU_Lau_Basin_Kilo_Moana__P_4.29	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__SAR202;f__UBA11138;g__UBA1123;unclassified	Dehalococcoidia bacterium SZUA-1228 [Class]	4.73	62.97	2.97	33.33	Bacteria;Chloroflexi;SAR202 clade;hydrothermal vent metagenome	0	556	2506	556	0.869820118	0.553679749	0.016316088	2174591	24171	24171	3911.134892	3911.134892	4542	4542	11	17	0	0	0	0	17	Gram Negative	LBKM
SZUA-1233	SZU_Lau_Basin_Kilo_Moana__P_5.18	Alphaproteobacteria-UBA7887	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__UBA3504;unclassified	Alphaproteobacteria bacterium SZUA-1233 [Class]	4.57	88.51	5.07	0	#N/A	0	416	3071	416	0.892772159	0.499607797	0.016509715	2961479	45367	45367	7118.939904	7118.939904	10152	10152	11	36	0	0	1	2	39	Gram Negative	LBKM
SZUA-1234	SZU_Lau_Basin_Kilo_Moana__P_5.23	Planctomycetes	GTDB genome phylogeny	d__Bacteria;p__Planctomycetes;c__UBA8108;o__UBA1146;f__UBA1146;g__UBA1146;unclassified	Planctomycetes bacterium SZUA-1234 [Phylum]	2	78.98	0.07	0	#N/A	0	293	1993	293	0.915764012	0.609989255	0.019897974	2223349	74677	74677	7588.221843	7588.221843	12194	12194	11	25	0	0	1	2	28	Gram Negative	LBKM
SZUA-1235	SZU_Lau_Basin_Kilo_Moana__P_5.29	Gammaproteobacteria-Chromatiales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;unclassified;unclassified	Chromatiales bacterium SZUA-1235 [Order]	2.15	93.16	1.55	12.5	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Sedimenticola;uncultured bacterium	0	122	2041	122	0.920482612	0.538529668	0.016507913	2040233	73382	73382	16723.22131	16723.22131	31899	31899	11	34	0	0	0	0	34	Gram Negative	LBKM
SZUA-1236	SZU_Lau_Basin_Kilo_Moana__P_5.43	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;g__UBA8229;unclassified	Candidatus Marinimicrobia bacterium SZUA-1236 [Phylum]	10.58	79.97	2.75	33.33	#N/A	0	381	1565	381	0.930018199	0.390174995	0.022158926	1358839	24183	24183	3566.506562	3566.506562	3909	3909	11	22	0	0	0	0	22	Gram Negative	LBKM
SZUA-1240	SZU_Lau_Basin_Kilo_Moana__P_7.22	Planctomycetes	GTDB genome phylogeny	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;unclassified;unclassified	Planctomycetes bacterium SZUA-1240 [Phylum]	1.41	56.86	2.3	0	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured planctomycete	0	580	2403	580	0.914586028	0.535656111	0.014456579	2552662	29321	29321	4401.141379	4401.141379	5340	5340	11	14	0	0	0	1	15	Gram Negative	LBKM
SZUA-1241	SZU_Lau_Basin_Kilo_Moana__P_8.24	Gammaproteobacteria-Pseudomonadales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__OM182;unclassified	Porticoccaceae bacterium SZUA-1241 [Family]	2.99	68.18	0.93	25	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudohongiella;uncultured bacterium	0	397	2373	397	0.886483334	0.519033688	0.020641587	2345867	49635	49635	5908.984887	5908.984887	8129	8129	11	24	0	1	0	0	25	Gram Negative	LBKM
